Year,Residence,Origin,Refugees
2010,Belgium,Eritrea,36
2010,Belgium,Iran (Islamic Rep. of),341
2010,Belgium,Iraq,962
2010,Belgium,Mali,5
2010,Belgium,Russian Federation,2964
2010,Belgium,Somalia,117
2010,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),1040
2010,Belgium,Syrian Arab Rep.,229
2010,Germany,Afghanistan,30404
2010,Germany,Eritrea,4519
2010,Germany,Gambia,469
2010,Germany,Iran (Islamic Rep. of),20444
2010,Germany,Iraq,50432
2010,Germany,Iraq,
2010,Germany,Mali,75
2010,Germany,Russian Federation,39460
2010,Germany,Somalia,2620
2010,Germany,Serbia and Kosovo (S/RES/1244 (1999)),122340
2010,Germany,Serbia and Kosovo (S/RES/1244 (1999)),
2010,Germany,Syrian Arab Rep.,10518
2010,Denmark,Afghanistan,4467
2010,Denmark,Eritrea,29
2010,Denmark,Gambia,
2010,Denmark,Iran (Islamic Rep. of),1030
2010,Denmark,Iraq,3962
2010,Denmark,Russian Federation,748
2010,Denmark,Somalia,1497
2010,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),2288
2010,Denmark,Syrian Arab Rep.,750
2010,Spain,Afghanistan,59
2010,Spain,Eritrea,16
2010,Spain,Gambia,8
2010,Spain,Iran (Islamic Rep. of),50
2010,Spain,Iraq,263
2010,Spain,Mali,1
2010,Spain,Russian Federation,377
2010,Spain,Somalia,78
2010,Spain,Serbia and Kosovo (S/RES/1244 (1999)),41
2010,Spain,Syrian Arab Rep.,35
2010,Finland,Afghanistan,807
2010,Finland,Eritrea,7
2010,Finland,Gambia,13
2010,Finland,Iran (Islamic Rep. of),323
2010,Finland,Iraq,2188
2010,Finland,Mali,
2010,Finland,Russian Federation,469
2010,Finland,Somalia,2226
2010,Finland,Serbia and Kosovo (S/RES/1244 (1999)),660
2010,Finland,Syrian Arab Rep.,59
2010,France,Afghanistan,1790
2010,France,Eritrea,663
2010,France,Gambia,87
2010,France,Iran (Islamic Rep. of),1917
2010,France,Iraq,2366
2010,France,Mali,2614
2010,France,Russian Federation,9858
2010,France,Somalia,1027
2010,France,Serbia and Kosovo (S/RES/1244 (1999)),9985
2010,France,Syrian Arab Rep.,280
2010,United Kingdom,Afghanistan,23406
2010,United Kingdom,Eritrea,9430
2010,United Kingdom,Gambia,443
2010,United Kingdom,Iran (Islamic Rep. of),10837
2010,United Kingdom,Iraq,18143
2010,United Kingdom,Mali,10
2010,United Kingdom,Russian Federation,1603
2010,United Kingdom,Somalia,23893
2010,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),6759
2010,United Kingdom,Syrian Arab Rep.,499
2010,Hungary,Afghanistan,1767
2010,Hungary,Eritrea,2
2010,Hungary,Iran (Islamic Rep. of),164
2010,Hungary,Iraq,1091
2010,Hungary,Russian Federation,123
2010,Hungary,Somalia,421
2010,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),337
2010,Hungary,Syrian Arab Rep.,39
2010,Ireland,Afghanistan,157
2010,Ireland,Eritrea,121
2010,Ireland,Gambia,7
2010,Ireland,Iran (Islamic Rep. of),205
2010,Ireland,Iraq,650
2010,Ireland,Mali,
2010,Ireland,Russian Federation,267
2010,Ireland,Somalia,589
2010,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),313
2010,Ireland,Syrian Arab Rep.,34
2010,Netherlands,Afghanistan,6731
2010,Netherlands,Eritrea,1423
2010,Netherlands,Gambia,19
2010,Netherlands,Iran (Islamic Rep. of),2758
2010,Netherlands,Iraq,17779
2010,Netherlands,Mali,8
2010,Netherlands,Russian Federation,1104
2010,Netherlands,Somalia,13736
2010,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),1269
2010,Netherlands,Syrian Arab Rep.,1186
2010,Poland,Afghanistan,76
2010,Poland,Eritrea,2
2010,Poland,Gambia,
2010,Poland,Iran (Islamic Rep. of),11
2010,Poland,Iraq,111
2010,Poland,Russian Federation,14730
2010,Poland,Somalia,55
2010,Poland,Serbia and Kosovo (S/RES/1244 (1999)),4
2010,Poland,Syrian Arab Rep.,8
2010,Portugal,Afghanistan,6
2010,Portugal,Eritrea,21
2010,Portugal,Gambia,1
2010,Portugal,Iran (Islamic Rep. of),6
2010,Portugal,Iraq,6
2010,Portugal,Russian Federation,7
2010,Portugal,Somalia,24
2010,Portugal,Serbia and Kosovo (S/RES/1244 (1999)),2
2010,Sweden,Afghanistan,4150
2010,Sweden,Eritrea,3921
2010,Sweden,Gambia,27
2010,Sweden,Iran (Islamic Rep. of),2360
2010,Sweden,Iraq,29013
2010,Sweden,Mali,5
2010,Sweden,Russian Federation,1739
2010,Sweden,Somalia,15238
2010,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),6848
2010,Sweden,Syrian Arab Rep.,1169
2011,Austria,Afghanistan,8636
2011,Austria,Eritrea,76
2011,Austria,Gambia,83
2011,Austria,Iran (Islamic Rep. of),2509
2011,Austria,Iraq,2622
2011,Austria,Mali,1
2011,Austria,Russian Federation,18473
2011,Austria,Somalia,1473
2011,Austria,Serbia and Kosovo (S/RES/1244 (1999)),3290
2011,Austria,Syrian Arab Rep.,903
2011,Belgium,Afghanistan,785
2011,Belgium,Eritrea,81
2011,Belgium,Gambia,
2011,Belgium,Iran (Islamic Rep. of),347
2011,Belgium,Iraq,1329
2011,Belgium,Mali,9
2011,Belgium,Russian Federation,2894
2011,Belgium,Somalia,247
2011,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),1066
2011,Belgium,Syrian Arab Rep.,312
2011,Germany,Afghanistan,30425
2011,Germany,Eritrea,4606
2011,Germany,Gambia,473
2011,Germany,Iran (Islamic Rep. of),20462
2011,Germany,Iraq,48976
2011,Germany,Iraq,
2011,Germany,Mali,66
2011,Germany,Russian Federation,39816
2011,Germany,Somalia,3139
2011,Germany,Serbia and Kosovo (S/RES/1244 (1999)),110455
2011,Germany,Serbia and Kosovo (S/RES/1244 (1999)),
2011,Germany,Syrian Arab Rep.,10155
2011,Denmark,Afghanistan,3108
2011,Denmark,Eritrea,39
2011,Denmark,Iran (Islamic Rep. of),1245
2011,Denmark,Iraq,1910
2011,Denmark,Russian Federation,794
2011,Denmark,Somalia,904
2011,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),1757
2011,Denmark,Syrian Arab Rep.,1197
2011,Spain,Afghanistan,62
2011,Spain,Eritrea,20
2011,Spain,Gambia,9
2011,Spain,Iran (Islamic Rep. of),55
2011,Spain,Iraq,250
2011,Spain,Mali,1
2011,Spain,Russian Federation,305
2011,Spain,Somalia,147
2011,Spain,Serbia and Kosovo (S/RES/1244 (1999)),23
2011,Spain,Syrian Arab Rep.,32
2011,Finland,Afghanistan,948
2011,Finland,Eritrea,12
2011,Finland,Gambia,16
2011,Finland,Iran (Islamic Rep. of),359
2011,Finland,Iraq,2508
2011,Finland,Russian Federation,577
2011,Finland,Somalia,2404
2011,Finland,Serbia and Kosovo (S/RES/1244 (1999)),365
2011,Finland,Syrian Arab Rep.,86
2011,France,Afghanistan,2120
2011,France,Eritrea,1093
2011,France,Gambia,110
2011,France,Iran (Islamic Rep. of),2064
2011,France,Iraq,2519
2011,France,Mali,3082
2011,France,Russian Federation,10882
2011,France,Somalia,1303
2011,France,Serbia and Kosovo (S/RES/1244 (1999)),10891
2011,France,Syrian Arab Rep.,351
2011,United Kingdom,Afghanistan,14424
2011,United Kingdom,Eritrea,9851
2011,United Kingdom,Gambia,605
2011,United Kingdom,Iran (Islamic Rep. of),11632
2011,United Kingdom,Iraq,15652
2011,United Kingdom,Mali,12
2011,United Kingdom,Russian Federation,1421
2011,United Kingdom,Somalia,19668
2011,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),4364
2011,United Kingdom,Syrian Arab Rep.,693
2011,Hungary,Afghanistan,1697
2011,Hungary,Eritrea,2
2011,Hungary,Iran (Islamic Rep. of),167
2011,Hungary,Iraq,998
2011,Hungary,Russian Federation,115
2011,Hungary,Somalia,406
2011,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),272
2011,Hungary,Syrian Arab Rep.,42
2011,Ireland,Afghanistan,170
2011,Ireland,Eritrea,119
2011,Ireland,Gambia,5
2011,Ireland,Iran (Islamic Rep. of),215
2011,Ireland,Iraq,595
2011,Ireland,Mali,
2011,Ireland,Russian Federation,242
2011,Ireland,Somalia,542
2011,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),225
2011,Ireland,Syrian Arab Rep.,27
2011,Netherlands,Afghanistan,5697
2011,Netherlands,Eritrea,1880
2011,Netherlands,Gambia,22
2011,Netherlands,Iran (Islamic Rep. of),3152
2011,Netherlands,Iraq,18255
2011,Netherlands,Mali,10
2011,Netherlands,Russian Federation,1007
2011,Netherlands,Somalia,15715
2011,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),794
2011,Netherlands,Syrian Arab Rep.,1064
2011,Poland,Afghanistan,68
2011,Poland,Eritrea,15
2011,Poland,Iran (Islamic Rep. of),13
2011,Poland,Iraq,135
2011,Poland,Russian Federation,14897
2011,Poland,Somalia,51
2011,Poland,Serbia and Kosovo (S/RES/1244 (1999)),2
2011,Poland,Syrian Arab Rep.,10
2011,Portugal,Afghanistan,4
2011,Portugal,Eritrea,22
2011,Portugal,Gambia,1
2011,Portugal,Iran (Islamic Rep. of),7
2011,Portugal,Iraq,7
2011,Portugal,Russian Federation,11
2011,Portugal,Somalia,33
2011,Portugal,Serbia and Kosovo (S/RES/1244 (1999)),2
2011,Sweden,Afghanistan,6620
2011,Sweden,Eritrea,5123
2011,Sweden,Gambia,34
2011,Sweden,Iran (Islamic Rep. of),2681
2011,Sweden,Iraq,27367
2011,Sweden,Mali,7
2011,Sweden,Russian Federation,1786
2011,Sweden,Somalia,17602
2011,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),5529
2011,Sweden,Syrian Arab Rep.,1206
2012,Austria,Afghanistan,10158
2012,Austria,Eritrea,88
2012,Austria,Gambia,90
2012,Austria,Iran (Islamic Rep. of),2816
2012,Austria,Iraq,2863
2012,Austria,Mali,5
2012,Austria,Russian Federation,19517
2012,Austria,Somalia,1915
2012,Austria,Serbia and Kosovo (S/RES/1244 (1999)),3165
2012,Austria,Syrian Arab Rep.,1675
2012,Belgium,Afghanistan,1267
2012,Belgium,Eritrea,62
2012,Belgium,Gambia,
2012,Belgium,Iran (Islamic Rep. of),411
2012,Belgium,Iraq,1541
2012,Belgium,Mali,11
2012,Belgium,Russian Federation,2661
2012,Belgium,Somalia,288
2012,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),983
2012,Belgium,Syrian Arab Rep.,355
2012,Germany,Afghanistan,31746
2012,Germany,Eritrea,4836
2012,Germany,Gambia,502
2012,Germany,Iran (Islamic Rep. of),21629
2012,Germany,Iraq,49829
2012,Germany,Mali,86
2012,Germany,Russian Federation,40204
2012,Germany,Somalia,3634
2012,Germany,Serbia and Kosovo (S/RES/1244 (1999)),113809
2012,Germany,Syrian Arab Rep.,18165
2012,Denmark,Afghanistan,2515
2012,Denmark,Eritrea,46
2012,Denmark,Gambia,
2012,Denmark,Iran (Islamic Rep. of),1529
2012,Denmark,Iraq,1165
2012,Denmark,Mali,
2012,Denmark,Russian Federation,842
2012,Denmark,Somalia,531
2012,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),1192
2012,Denmark,Syrian Arab Rep.,1903
2012,Spain,Afghanistan,92
2012,Spain,Eritrea,33
2012,Spain,Gambia,8
2012,Spain,Iran (Islamic Rep. of),51
2012,Spain,Iraq,248
2012,Spain,Mali,1
2012,Spain,Russian Federation,268
2012,Spain,Somalia,196
2012,Spain,Serbia and Kosovo (S/RES/1244 (1999)),16
2012,Spain,Syrian Arab Rep.,32
2012,Finland,Afghanistan,1137
2012,Finland,Eritrea,16
2012,Finland,Gambia,16
2012,Finland,Iran (Islamic Rep. of),431
2012,Finland,Iraq,2797
2012,Finland,Mali,
2012,Finland,Russian Federation,598
2012,Finland,Somalia,2571
2012,Finland,Serbia and Kosovo (S/RES/1244 (1999)),322
2012,Finland,Syrian Arab Rep.,218
2012,France,Afghanistan,2590
2012,France,Eritrea,1316
2012,France,Gambia,120
2012,France,Iran (Islamic Rep. of),2172
2012,France,Iraq,2620
2012,France,Mali,3428
2012,France,Russian Federation,11767
2012,France,Somalia,1489
2012,France,Serbia and Kosovo (S/RES/1244 (1999)),11506
2012,France,Syrian Arab Rep.,640
2012,United Kingdom,Afghanistan,9845
2012,United Kingdom,Eritrea,9903
2012,United Kingdom,Gambia,794
2012,United Kingdom,Iran (Islamic Rep. of),11433
2012,United Kingdom,Iraq,5755
2012,United Kingdom,Mali,13
2012,United Kingdom,Russian Federation,1106
2012,United Kingdom,Somalia,15134
2012,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),2328
2012,United Kingdom,Syrian Arab Rep.,1717
2012,Hungary,Afghanistan,1131
2012,Hungary,Eritrea,4
2012,Hungary,Iran (Islamic Rep. of),145
2012,Hungary,Iraq,563
2012,Hungary,Russian Federation,103
2012,Hungary,Somalia,431
2012,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),266
2012,Hungary,Syrian Arab Rep.,86
2012,Ireland,Afghanistan,181
2012,Ireland,Eritrea,119
2012,Ireland,Gambia,5
2012,Ireland,Iran (Islamic Rep. of),206
2012,Ireland,Iraq,534
2012,Ireland,Mali,
2012,Ireland,Russian Federation,148
2012,Ireland,Somalia,505
2012,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),143
2012,Ireland,Syrian Arab Rep.,38
2012,Netherlands,Afghanistan,6126
2012,Netherlands,Eritrea,2103
2012,Netherlands,Gambia,22
2012,Netherlands,Iran (Islamic Rep. of),3354
2012,Netherlands,Iraq,18012
2012,Netherlands,Mali,10
2012,Netherlands,Russian Federation,880
2012,Netherlands,Somalia,16286
2012,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),565
2012,Netherlands,Syrian Arab Rep.,1449
2012,Poland,Afghanistan,72
2012,Poland,Eritrea,14
2012,Poland,Iran (Islamic Rep. of),15
2012,Poland,Iraq,137
2012,Poland,Russian Federation,14938
2012,Poland,Somalia,48
2012,Poland,Serbia and Kosovo (S/RES/1244 (1999)),2
2012,Poland,Syrian Arab Rep.,17
2012,Portugal,Afghanistan,6
2012,Portugal,Eritrea,22
2012,Portugal,Gambia,2
2012,Portugal,Iran (Islamic Rep. of),10
2012,Portugal,Iraq,6
2012,Portugal,Russian Federation,15
2012,Portugal,Somalia,40
2012,Portugal,Serbia and Kosovo (S/RES/1244 (1999)),2
2012,Portugal,Syrian Arab Rep.,
2012,Sweden,Afghanistan,8454
2012,Sweden,Eritrea,6414
2012,Sweden,Gambia,45
2012,Sweden,Iran (Islamic Rep. of),2992
2012,Sweden,Iraq,24741
2012,Sweden,Mali,10
2012,Sweden,Russian Federation,1770
2012,Sweden,Somalia,19416
2012,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),4315
2012,Sweden,Syrian Arab Rep.,6051
2013,Austria,Afghanistan,11906
2013,Austria,Eritrea,101
2013,Austria,Gambia,101
2013,Austria,Iran (Islamic Rep. of),3188
2013,Austria,Iraq,2966
2013,Austria,Mali,11
2013,Austria,Russian Federation,19577
2013,Austria,Somalia,2278
2013,Austria,Serbia and Kosovo (S/RES/1244 (1999)),3075
2013,Austria,Syrian Arab Rep.,2748
2013,Belgium,Afghanistan,4328
2013,Belgium,Eritrea,105
2013,Belgium,Gambia,19
2013,Belgium,Iran (Islamic Rep. of),486
2013,Belgium,Iraq,3058
2013,Belgium,Mali,17
2013,Belgium,Russian Federation,2177
2013,Belgium,Somalia,559
2013,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),822
2013,Belgium,Syrian Arab Rep.,1987
2013,Germany,Afghanistan,24203
2013,Germany,Eritrea,3984
2013,Germany,Gambia,126
2013,Germany,Iran (Islamic Rep. of),17150
2013,Germany,Iraq,40230
2013,Germany,Mali,21
2013,Germany,Russian Federation,4358
2013,Germany,Somalia,3512
2013,Germany,Serbia and Kosovo (S/RES/1244 (1999)),8410
2013,Germany,Syrian Arab Rep.,21253
2013,Denmark,Afghanistan,2139
2013,Denmark,Eritrea,108
2013,Denmark,Gambia,
2013,Denmark,Iran (Islamic Rep. of),1842
2013,Denmark,Iraq,1034
2013,Denmark,Mali,1
2013,Denmark,Russian Federation,1023
2013,Denmark,Somalia,798
2013,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),765
2013,Denmark,Syrian Arab Rep.,3271
2013,Spain,Afghanistan,114
2013,Spain,Eritrea,41
2013,Spain,Gambia,8
2013,Spain,Iran (Islamic Rep. of),56
2013,Spain,Iraq,245
2013,Spain,Mali,1
2013,Spain,Russian Federation,204
2013,Spain,Somalia,284
2013,Spain,Serbia and Kosovo (S/RES/1244 (1999)),12
2013,Spain,Syrian Arab Rep.,180
2013,Finland,Afghanistan,1357
2013,Finland,Eritrea,23
2013,Finland,Gambia,18
2013,Finland,Iran (Islamic Rep. of),509
2013,Finland,Iraq,3448
2013,Finland,Mali,
2013,Finland,Russian Federation,672
2013,Finland,Somalia,2744
2013,Finland,Serbia and Kosovo (S/RES/1244 (1999)),276
2013,Finland,Syrian Arab Rep.,352
2013,France,Afghanistan,3213
2013,France,Eritrea,1508
2013,France,Gambia,140
2013,France,Iran (Islamic Rep. of),2311
2013,France,Iraq,2677
2013,France,Mali,3719
2013,France,Russian Federation,12795
2013,France,Somalia,1674
2013,France,Serbia and Kosovo (S/RES/1244 (1999)),11738
2013,France,Syrian Arab Rep.,1474
2013,United Kingdom,Afghanistan,9166
2013,United Kingdom,Eritrea,10010
2013,United Kingdom,Gambia,937
2013,United Kingdom,Iran (Islamic Rep. of),11368
2013,United Kingdom,Iraq,3193
2013,United Kingdom,Mali,15
2013,United Kingdom,Russian Federation,817
2013,United Kingdom,Somalia,11249
2013,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),963
2013,United Kingdom,Syrian Arab Rep.,3169
2013,Hungary,Afghanistan,749
2013,Hungary,Eritrea,6
2013,Hungary,Gambia,
2013,Hungary,Iran (Islamic Rep. of),69
2013,Hungary,Iraq,223
2013,Hungary,Mali,1
2013,Hungary,Russian Federation,24
2013,Hungary,Somalia,446
2013,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),76
2013,Hungary,Syrian Arab Rep.,141
2013,Ireland,Afghanistan,129
2013,Ireland,Eritrea,39
2013,Ireland,Gambia,2
2013,Ireland,Iran (Islamic Rep. of),118
2013,Ireland,Iraq,380
2013,Ireland,Mali,7
2013,Ireland,Russian Federation,188
2013,Ireland,Somalia,559
2013,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),214
2013,Ireland,Syrian Arab Rep.,71
2013,Netherlands,Afghanistan,6269
2013,Netherlands,Eritrea,2807
2013,Netherlands,Gambia,27
2013,Netherlands,Iran (Islamic Rep. of),4148
2013,Netherlands,Iraq,15533
2013,Netherlands,Mali,10
2013,Netherlands,Russian Federation,765
2013,Netherlands,Somalia,18799
2013,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),405
2013,Netherlands,Syrian Arab Rep.,3404
2013,Poland,Afghanistan,88
2013,Poland,Eritrea,15
2013,Poland,Gambia,
2013,Poland,Iran (Islamic Rep. of),17
2013,Poland,Iraq,141
2013,Poland,Mali,
2013,Poland,Russian Federation,15149
2013,Poland,Somalia,54
2013,Poland,Serbia and Kosovo (S/RES/1244 (1999)),3
2013,Poland,Syrian Arab Rep.,108
2013,Portugal,Afghanistan,9
2013,Portugal,Eritrea,22
2013,Portugal,Gambia,4
2013,Portugal,Iran (Islamic Rep. of),13
2013,Portugal,Iraq,6
2013,Portugal,Mali,1
2013,Portugal,Russian Federation,18
2013,Portugal,Somalia,44
2013,Portugal,Serbia and Kosovo (S/RES/1244 (1999)),2
2013,Portugal,Syrian Arab Rep.,14
2013,Sweden,Afghanistan,10499
2013,Sweden,Eritrea,8954
2013,Sweden,Gambia,78
2013,Sweden,Iran (Islamic Rep. of),3763
2013,Sweden,Iraq,24006
2013,Sweden,Mali,17
2013,Sweden,Russian Federation,1941
2013,Sweden,Somalia,20613
2013,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),3608
2013,Sweden,Syrian Arab Rep.,17984
2014,Austria,Afghanistan,11906
2014,Austria,Eritrea,101
2014,Austria,Gambia,101
2014,Austria,Iran (Islamic Rep. of),3188
2014,Austria,Iraq,2966
2014,Austria,Mali,11
2014,Austria,Russian Federation,19577
2014,Austria,Somalia,2278
2014,Austria,Serbia and Kosovo (S/RES/1244 (1999)),3075
2014,Austria,Syrian Arab Rep.,2748
2014,Belgium,Afghanistan,5038
2014,Belgium,Eritrea,130
2014,Belgium,Gambia,19
2014,Belgium,Iran (Islamic Rep. of),639
2014,Belgium,Iraq,3357
2014,Belgium,Mali,44
2014,Belgium,Russian Federation,2193
2014,Belgium,Somalia,625
2014,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),686
2014,Belgium,Syrian Arab Rep.,2620
2014,Germany,Afghanistan,27814
2014,Germany,Eritrea,4716
2014,Germany,Gambia,144
2014,Germany,Iran (Islamic Rep. of),18814
2014,Germany,Iraq,41167
2014,Germany,Mali,34
2014,Germany,Russian Federation,4608
2014,Germany,Somalia,4205
2014,Germany,Serbia and Kosovo (S/RES/1244 (1999)),9294
2014,Germany,Syrian Arab Rep.,40994
2014,Denmark,Afghanistan,2130
2014,Denmark,Eritrea,319
2014,Denmark,Gambia,*
2014,Denmark,Iran (Islamic Rep. of),1912
2014,Denmark,Iraq,967
2014,Denmark,Mali,*
2014,Denmark,Russian Federation,1051
2014,Denmark,Somalia,1134
2014,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),468
2014,Denmark,Syrian Arab Rep.,7253
2014,Spain,Afghanistan,144
2014,Spain,Eritrea,48
2014,Spain,Gambia,8
2014,Spain,Iran (Islamic Rep. of),70
2014,Spain,Iraq,190
2014,Spain,Mali,*
2014,Spain,Russian Federation,177
2014,Spain,Somalia,374
2014,Spain,Serbia and Kosovo (S/RES/1244 (1999)),12
2014,Spain,Syrian Arab Rep.,1336
2014,Finland,Afghanistan,1443
2014,Finland,Eritrea,25
2014,Finland,Gambia,33
2014,Finland,Iran (Islamic Rep. of),581
2014,Finland,Iraq,3607
2014,Finland,Mali,*
2014,Finland,Russian Federation,729
2014,Finland,Somalia,2817
2014,Finland,Serbia and Kosovo (S/RES/1244 (1999)),215
2014,Finland,Syrian Arab Rep.,438
2014,France,Afghanistan,3838
2014,France,Eritrea,1671
2014,France,Gambia,164
2014,France,Iran (Islamic Rep. of),2359
2014,France,Iraq,2991
2014,France,Mali,3934
2014,France,Russian Federation,13644
2014,France,Somalia,1896
2014,France,Serbia and Kosovo (S/RES/1244 (1999)),12119
2014,France,Syrian Arab Rep.,2882
2014,United Kingdom,Afghanistan,9039
2014,United Kingdom,Eritrea,11583
2014,United Kingdom,Gambia,1102
2014,United Kingdom,Iran (Islamic Rep. of),11510
2014,United Kingdom,Iraq,2951
2014,United Kingdom,Mali,18
2014,United Kingdom,Russian Federation,575
2014,United Kingdom,Somalia,8509
2014,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),408
2014,United Kingdom,Syrian Arab Rep.,4572
2014,Hungary,Afghanistan,819
2014,Hungary,Eritrea,40
2014,Hungary,Gambia,
2014,Hungary,Iran (Islamic Rep. of),68
2014,Hungary,Iraq,220
2014,Hungary,Mali,*
2014,Hungary,Russian Federation,25
2014,Hungary,Somalia,496
2014,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),65
2014,Hungary,Syrian Arab Rep.,334
2014,Ireland,Afghanistan,158
2014,Ireland,Eritrea,42
2014,Ireland,Gambia,*
2014,Ireland,Iran (Islamic Rep. of),118
2014,Ireland,Iraq,379
2014,Ireland,Mali,7
2014,Ireland,Russian Federation,167
2014,Ireland,Somalia,503
2014,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),191
2014,Ireland,Syrian Arab Rep.,176
2014,Netherlands,Afghanistan,6244
2014,Netherlands,Eritrea,6294
2014,Netherlands,Gambia,34
2014,Netherlands,Iran (Islamic Rep. of),4207
2014,Netherlands,Iraq,14396
2014,Netherlands,Mali,19
2014,Netherlands,Russian Federation,698
2014,Netherlands,Somalia,18687
2014,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),277
2014,Netherlands,Syrian Arab Rep.,8692
2014,Poland,Afghanistan,93
2014,Poland,Eritrea,19
2014,Poland,Gambia,
2014,Poland,Iran (Islamic Rep. of),18
2014,Poland,Iraq,154
2014,Poland,Russian Federation,14277
2014,Poland,Somalia,59
2014,Poland,Serbia and Kosovo (S/RES/1244 (1999)),*
2014,Poland,Syrian Arab Rep.,240
2014,Portugal,Afghanistan,10
2014,Portugal,Eritrea,29
2014,Portugal,Gambia,*
2014,Portugal,Iran (Islamic Rep. of),19
2014,Portugal,Iraq,7
2014,Portugal,Mali,6
2014,Portugal,Russian Federation,22
2014,Portugal,Somalia,46
2014,Portugal,Serbia and Kosovo (S/RES/1244 (1999)),*
2014,Portugal,Syrian Arab Rep.,15
2014,Sweden,Afghanistan,12090
2014,Sweden,Eritrea,14107
2014,Sweden,Gambia,99
2014,Sweden,Iran (Islamic Rep. of),4152
2014,Sweden,Iraq,24184
2014,Sweden,Mali,23
2014,Sweden,Russian Federation,2014
2014,Sweden,Somalia,21189
2014,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),3082
2014,Sweden,Syrian Arab Rep.,34285
